Question ID,Book,Subject,Class,Board/Program,Chapter Number,Chapter Name,Question Type,Difficulty,Question,Answer
17504,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mo stretchy=""false"">&#x00028;</mo><mi>&#x00061;</mi><mo>&#x0002C;</mo><mi>&#x00062;</mi><mo stretchy=""false"">&#x00029;</mo></mrow></math>",(c) It is called element.
17505,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mo stretchy=""false"">&#x00028;</mo><mi>&#x00061;</mi><mo>&#x0002C;</mo><mi>&#x00062;</mi><mo stretchy=""false"">&#x00029;</mo></mrow></math>",(a)
17506,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,Stationary,Stationary
17507,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,"Two, positive, negative","Two, positive, negative"
17508,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17509,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17510,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17511,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17512,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17513,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,"electrons, electrons","electrons, electrons"
17514,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,"electrons, negatively, gaining","electrons, negatively, gaining"
17515,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,coulomb,coulomb
17516,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,Q,Q
17517,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,"Attract, repel","Attract, repel"
17518,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,induction,induction
17519,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,Earthing,Earthing
17520,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17521,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17522,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17523,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17524,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17525,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Fill in the Blanks,Easy,Conductors,Conductors
17526,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17527,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17528,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17529,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17530,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17531,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17532,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,False,False
17533,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Easy,True,True
17534,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,True/False,Moderate,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mrow><mi>&#x00041;</mi><mo>&#x02192;</mo><mo stretchy=""false"">&#x00028;</mo><mi>&#x00071;</mi><mo stretchy=""false"">&#x00029;</mo><mi>;</mi><mi>&#x00042;</mi><mo>&#x02192;</mo><mo stretchy=""false"">&#x00028;</mo><mi>&#x00070;</mi><mo stretchy=""false"">&#x00029;</mo><mi>;</mi><mi>&#x00043;</mi><mo>&#x02192;</mo><mo stretchy=""false"">&#x00028;</mo><mi>&#x00073;</mi><mo stretchy=""false"">&#x00029;</mo><mi>;</mi><mi>&#x00044;</mi><mo>&#x02192;</mo><mo stretchy=""false"">&#x00028;</mo><mi>&#x00072;</mi><mo stretchy=""false"">&#x00029;</mo></mrow></math>",(2)
17535,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The path through which electric charges move from one point to other is called electric circuit.,The path through which electric charges move from one point to other is called electric circuit.
17536,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"Battery, wire, key and bulb are the components of a simple circuit.","Battery, wire, key and bulb are the components of a simple circuit."
17537,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Key can be placed any where in the circuit.,Key can be placed any where in the circuit.
17538,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"When two or more cells are joined together, then it is called battery.","When two or more cells are joined together, then it is called battery."
17539,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,-??,-??
17540,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The longer line represent the positive annd shorter line represent the negative terminal in the battery.,The longer line represent the positive annd shorter line represent the negative terminal in the battery.
17541,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The positive terminal of one cell is connected to the negative terminal of the next cell to prepare a battery.,The positive terminal of one cell is connected to the negative terminal of the next cell to prepare a battery.
17542,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Closed circuit means switch is in on position.,Closed circuit means switch is in on position.
17543,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The bulb glow when circuit is closed.,The bulb glow when circuit is closed.
17544,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"No, circuit will not be complete.","No, circuit will not be complete."
17545,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"There are three effects of electricity:
(i) Heating effect
(ii) Chemical effect
(iii) Magnetic effect","There are three effects of electricity:
(i) Heating effect
(ii) Chemical effect
(iii) Magnetic effect"
17546,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The wire gets hot when an electric current passes through it. This is called heating effect of electricity.,The wire gets hot when an electric current passes through it. This is called heating effect of electricity.
17547,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Heating effect of electricity.,Heating effect of electricity.
17548,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"Bulb, iron, heater, toster, geysers etc.","Bulb, iron, heater, toster, geysers etc."
17549,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The coil of wire is called an element.,The coil of wire is called an element.
17550,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"Amount of heat produced in a wire depends on its material, length and thickness.","Amount of heat produced in a wire depends on its material, length and thickness."
17551,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Electric fuse.,Electric fuse.
17552,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Compact Fluorescent Lamps.,Compact Fluorescent Lamps.
17553,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The wastatge of electricity can be reduced by using CFLs.,The wastatge of electricity can be reduced by using CFLs.
17554,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"When electric current passes through a wire, it behaves like a magnet. This is called magnetic effect of electricity.","When electric current passes through a wire, it behaves like a magnet. This is called magnetic effect of electricity."
17555,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"Electric bell, crane and loudspeaker.","Electric bell, crane and loudspeaker."
17556,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Hans Christian Oersted (H. C. Oersted).,Hans Christian Oersted (H. C. Oersted).
17557,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,ISI mark.,ISI mark.
17558,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Battery is a combination of two or more cells. This can be constructed by placing cells properly on cell holder such that the positive terminal of one cell is connected to the negative terminal of the other. A piece of wire is connected to each of the two metal clips on the cell holder.
A cell holder","Battery is a combination of two or more cells. This can be constructed by placing cells properly on cell holder such that the positive terminal of one cell is connected to the negative terminal of the other. A piece of wire is connected to each of the two metal clips on the cell holder.
A cell holder"
17559,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Diagram Based,Moderate,"When the switch is in ON position then the circuit from the positive terminal of battery to the negative terminal is complete. The circuit then
said to be closed and the current flows throughout the circuit instantly and bulb starts glowing.
Circuit diagram of electric circuit to show closed circuit","When the switch is in ON position then the circuit from the positive terminal of battery to the negative terminal is complete. The circuit then
said to be closed and the current flows throughout the circuit instantly and bulb starts glowing.
Circuit diagram of electric circuit to show closed circuit"
17560,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Diagram Based,Moderate,"When the switch is in OFF position then the circuit from the positive terminal of battery to the negative terminal is not complete. The circuit then said to be opened and current does not flow throughout the circuit and bulb does not glow.
A circuit diagram","When the switch is in OFF position then the circuit from the positive terminal of battery to the negative terminal is not complete. The circuit then said to be opened and current does not flow throughout the circuit and bulb does not glow.
A circuit diagram"
17561,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Activity Based,Moderate,We should never touch a lighted electric bulb connected to the mains. It may be very hot and our hand may get burnt badly. In the same way we do not experiment with the elctric supply from the mains or a generator or an inverted. You may get an electric shock.,We should never touch a lighted electric bulb connected to the mains. It may be very hot and our hand may get burnt badly. In the same way we do not experiment with the elctric supply from the mains or a generator or an inverted. You may get an electric shock.
17562,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Electric heater and iron worked on the bases of heating effect of electricity. When an electric current passes through the wires they become hot. Electric heater or iron contains a coil of wire. This coil of wire is called an element. When these appliances are switched on after connecting to the electric supply, their elements become red hot and give out heat.","Electric heater and iron worked on the bases of heating effect of electricity. When an electric current passes through the wires they become hot. Electric heater or iron contains a coil of wire. This coil of wire is called an element. When these appliances are switched on after connecting to the electric supply, their elements become red hot and give out heat."
17563,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,An electric bulb is used for light but is also gives heat. This is not desirable. This results in the wastage of electricity. This wastage can be reduced by using fluorescent tube lights (CFLs) in place of the bulbs. CFLs are also used to reduce wastage of electricity. There are compact fluorscent lamps. There can be fixed in ordinary bulbs holders.,An electric bulb is used for light but is also gives heat. This is not desirable. This results in the wastage of electricity. This wastage can be reduced by using fluorescent tube lights (CFLs) in place of the bulbs. CFLs are also used to reduce wastage of electricity. There are compact fluorscent lamps. There can be fixed in ordinary bulbs holders.
17564,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"There are following two reason of excessive currents in our houses :
(i) Direct touching of wires : This may happen if the insulation on the wires has come off due to wear and tear. This may cause a short circuit.
(ii) Connection of many devices to a single socket : This may overload in the circuit.","There are following two reason of excessive currents in our houses :
(i) Direct touching of wires : This may happen if the insulation on the wires has come off due to wear and tear. This may cause a short circuit.
(ii) Connection of many devices to a single socket : This may overload in the circuit."
17565,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Fuse is a safety device which prevents our houses, appliances and electric circuit from electrical hazards at the time of the short circuiting or over loading. The fuse works on the bases of heating effects of the electric current. If by an accident the current exceeds this device becomes over heated and melts which breaks the circuit and supply of electricity is stopped. In this way it helps in prevention of circuits.","Fuse is a safety device which prevents our houses, appliances and electric circuit from electrical hazards at the time of the short circuiting or over loading. The fuse works on the bases of heating effects of the electric current. If by an accident the current exceeds this device becomes over heated and melts which breaks the circuit and supply of electricity is stopped. In this way it helps in prevention of circuits."
17566,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"There days MCBs (miniature circuit breakers) are increasingly being used in place of fuses. These are switches which automatically turn off when current in a circuit exceeds the safe limit. We turn them on and the circuit is once again complete.
Miniature circuit breaker (MCB)","There days MCBs (miniature circuit breakers) are increasingly being used in place of fuses. These are switches which automatically turn off when current in a circuit exceeds the safe limit. We turn them on and the circuit is once again complete.
Miniature circuit breaker (MCB)"
17567,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,Compass needle is a tiny magnet which points in north-south direction. When it brings close to a magnet then needle gets deflected. When compass needle brings near to a current carrying wire then it deflected when direction of current is changed then direction of deflection of compass needle is also changed. This shows the magnetic effect of electricity.,Compass needle is a tiny magnet which points in north-south direction. When it brings close to a magnet then needle gets deflected. When compass needle brings near to a current carrying wire then it deflected when direction of current is changed then direction of deflection of compass needle is also changed. This shows the magnetic effect of electricity.
17568,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Differences :
<table><thead><tr><th>Bar magnet</th><th>Electromagnet</th></tr></thead><tbody><tr><td>1. It is permanent magnet.</td><td>It is a temporary magnet.</td></tr><tr><td>2. Its power cannot changed</td><td>The power can be changed.</td></tr><tr><td>3. Its uses are limited.</td><td>Its uses are more</td></tr><tr><td>wide.</td><td></td></tr></tbody></table>","Differences :
<table><thead><tr><th>Bar magnet</th><th>Electromagnet</th></tr></thead><tbody><tr><td>1. It is permanent magnet.</td><td>It is a temporary magnet.</td></tr><tr><td>2. Its power cannot changed</td><td>The power can be changed.</td></tr><tr><td>3. Its uses are limited.</td><td>Its uses are more</td></tr><tr><td>wide.</td><td></td></tr></tbody></table>"
17569,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"When current is passed through a coil of wire then the coil behaves like a magnet. One end of
coil acts as north pole and other end acts as south pole. When the electric current is switched off, the coil generally loses its magnetism. Such coils are called electromagnets. The electromagnet are very strong and their power can be increased so they are very important.
Two important application (uses) of electromagnets are :
(i) They are used in electric bells, telegraphs, telephones and speakers sheets.
(ii) They are used in cranes to lift heavy loads of scrap iron or iron sheets.","When current is passed through a coil of wire then the coil behaves like a magnet. One end of
coil acts as north pole and other end acts as south pole. When the electric current is switched off, the coil generally loses its magnetism. Such coils are called electromagnets. The electromagnet are very strong and their power can be increased so they are very important.
Two important application (uses) of electromagnets are :
(i) They are used in electric bells, telegraphs, telephones and speakers sheets.
(ii) They are used in cranes to lift heavy loads of scrap iron or iron sheets."
17570,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Electric bell consists of an iron hammer around which wound by a wire. When current is passed by pressing button, the wire turns into a temporary magnet. The hammer is attracted towards sound. When this strikes, the current is disconnected automatically. It happens due to shift arrangement in it. The magnetic property of wire is lost and it comes back to its original position through a spring. In this way, we get separated hammering resulting in which of an electric bell.
An electric bell
An electric bell","Electric bell consists of an iron hammer around which wound by a wire. When current is passed by pressing button, the wire turns into a temporary magnet. The hammer is attracted towards sound. When this strikes, the current is disconnected automatically. It happens due to shift arrangement in it. The magnetic property of wire is lost and it comes back to its original position through a spring. In this way, we get separated hammering resulting in which of an electric bell.
An electric bell
An electric bell"
17571,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Moderate,"Name of electric component Symbol
(a) Connecting wire
(b) Switch in the 'OFF' position
(c) Bulb
(d) Cell
(e) Switch in the 'ON'
position
(f) Battery","When current is passed through a coil of wire then the coil behaves like a magnet. One end of
coil acts as north pole and other end acts as south pole. When the electric current is switched off, the coil generally loses its magnetism. Such coils are called electromagnets. The electromagnet are very strong and their power can be increased so they are very important.
Two important application (uses) of electromagnets are :
(i) They are used in electric bells, telegraphs, telephones and speakers sheets.
(ii) They are used in cranes to lift heavy loads of scrap iron or iron sheets."
17572,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Exercise Question,Easy,,"Electric bell consists of an iron hammer around which wound by a wire. When current is passed by pressing button, the wire turns into a temporary magnet. The hammer is attracted towards sound. When this strikes, the current is disconnected automatically. It happens due to shift arrangement in it. The magnetic property of wire is lost and it comes back to its original position through a spring. In this way, we get separated hammering resulting in which of an electric bell.
An electric bell
An electric bell"
17573,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Exercise Question,Easy,,"(a) Both correct, Reason R is correct expalantion of asseration A."
17574,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"The problem in this circuit is the connection of two cells. Here both the positive terminals of the cells are connected to each other. This must be reversed for any one cell to make the bulb glow i.e., positive terminal of one cell should be connected with the negative terminal of the other.",(a)
17575,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"(i) Heating effect
(ii) Magnetic effect.",(a)
17576,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"We know that the needle of a compass is it self a tiny magnet, which points in north-south direction. When we bring a magnet close to it, the needle gets deflected. When electric current passes through a wire it also behaves like a magnet. And hence the needle of the compass will also be deflected.",(c)
17577,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,No. Because there is no cell/battery in the circuit and hence no current will flow through the wires.,(a)
17578,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,"(a) positive
(b) battery
(c) becomes red hot
(d) fuse",(d) Among the given appliances only the electric heater does not use an electromagnet.
17579,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,"(a) False
(b) True
(c) False
(d) True","(d) It is a temporary magnet, which works only in the presence of electicity."
17580,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,No. An electromagnet develops magnetic property and it will attract only the magnetic substances. Since the plastic bags are nonmagnetic so they cannot be separated from a garbage heap by an electromagnet.,(b)
17581,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"No, I will not agree. Electric fuse in made from some special material which blows off when the current exceeds the safe limit, while an ordinary wire may not perform this function and will cause damages to electrical circuits and appliances and also can cause fires. Hence I will insist to use proper fuse wire carrying ISI mark.",(b)
17582,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Defects may arise at following points:
(i) The cell may be connected in improper way. Check out that the positive terminal of one cell is connected to the negative terminal of the other or not.
(ii) The junctions of the wire may be loose. Check them again.
(iii) Check the condition of the bulb. Replace it, if it is fused.",(c)
17583,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"(i) No, None of the bulbs will glow unless the switch is in the 'ON' position.
(ii) All the three bulb will glow at the same time as far the capacity of the battery is concerned.","(d) The amount of heat produced in a wire depends upon its material, length and thickness."
17584,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Low melting point.,Low melting point.
17585,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Miniature Circuit Breaker (MCB).,Miniature Circuit Breaker (MCB).
17586,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"(i) conductor
(ii) chemicals stored
(iii) safety device
(iv) battery","(i) conductor
(ii) chemicals stored
(iii) safety device
(iv) battery"
17587,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"(i) Battery
(ii) Fuse
(iii) Torch
(iv) Switch","(i) Battery
(ii) Fuse
(iii) Torch
(iv) Switch"
17588,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"No. The towel may burn due to the heat produced by the bulb. Besides, it will also result in wastage of electric energy.","No. The towel may burn due to the heat produced by the bulb. Besides, it will also result in wastage of electric energy."
17589,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,CFLs do not waste electricity as heat.,CFLs do not waste electricity as heat.
17590,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,To check the excessive flow of electric current.,To check the excessive flow of electric current.
17591,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"No, a geyser and a television set require different amount of current. Therefore the fuse used in these will be of different ratings.","No, a geyser and a television set require different amount of current. Therefore the fuse used in these will be of different ratings."
17592,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"Heating effect-Geyser, room heater.
Magnetic effect - Electric bell, Cranes to life magnetic material.","Heating effect-Geyser, room heater.
Magnetic effect - Electric bell, Cranes to life magnetic material."
17593,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,The child may put his/her fingers into the socket and he/she may get an electric shock which could be fatal.,The child may put his/her fingers into the socket and he/she may get an electric shock which could be fatal.
17594,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Paheli's electomagnet will attract more pins as it has more number of turns of wire on it and thus a stronger electromagnet.,Paheli's electomagnet will attract more pins as it has more number of turns of wire on it and thus a stronger electromagnet.
17595,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"Some of the questions can be
(i) Why does the nail attract the pins?
(ii) What will happen if we connect more cells in the circuit?
(iii) What will happen if we use some other material like a straw in place of the nail?
(iv) What will happen if we wrap the wire on the nail more tightly?
or
Any other appropriate question.","Some of the questions can be
(i) Why does the nail attract the pins?
(ii) What will happen if we connect more cells in the circuit?
(iii) What will happen if we use some other material like a straw in place of the nail?
(iv) What will happen if we wrap the wire on the nail more tightly?
or
Any other appropriate question."
17596,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Moderate,"(i) No, the amount of heat produced in both the cases will not be equal. Amount of heat produced in a wire depends upon the length of the wire.
(ii) No, the amount heat produced in the wire depends upon the thickness of the wire.","(i) No, the amount of heat produced in both the cases will not be equal. Amount of heat produced in a wire depends upon the length of the wire.
(ii) No, the amount heat produced in the wire depends upon the thickness of the wire."
17597,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,Hint: working of an electrical bell.,Hint: working of an electrical bell.
17598,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,Illustration Question,Easy,"(i)
(ii)
(i)
(iii)
(iv)","(i)
(ii)
(i)
(iii)
(iv)"
17599,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,HOTS,Moderate,"In comparison to electric bulb, CFL (Compact Fluorscent Lamp) produces very less amount of heat energy and thus reduces the energy wastage. That's why CFL are more environment friendly and are considered better alternative to electric bulbs.","In comparison to electric bulb, CFL (Compact Fluorscent Lamp) produces very less amount of heat energy and thus reduces the energy wastage. That's why CFL are more environment friendly and are considered better alternative to electric bulbs."
17600,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(b) 2. (b) 3. (a) 4. (c),(b) 2. (b) 3. (a) 4. (c)
17601,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(b) It is made up of Tin - lead alloy,(b) It is made up of Tin - lead alloy
17602,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d) 7. (a),(d) 7. (a)
17603,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) It is called element.,(c) It is called element.
17604,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(a),(a)
17605,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(a) It is known as coil.,(a) It is known as coil.
17606,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d) 12. (b),(d) 12. (b)
17607,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) It becomes hot.,(c) It becomes hot.
17608,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d) Element is made of nichrome.,(d) Element is made of nichrome.
17609,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) The magnetic effect of current was discovered by H.C. Oersted.,(c) The magnetic effect of current was discovered by H.C. Oersted.
17610,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(a),(a)
17611,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) The ISI mark ensures that the appliance is safe and wastage of energy is minimum.,(c) The ISI mark ensures that the appliance is safe and wastage of energy is minimum.
17612,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,"(d) The amount of heat produced in a wire depends upon its material, length and thickness.","(d) The amount of heat produced in a wire depends upon its material, length and thickness."
17613,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d) A fuse is a safety device which prevents damages to electrical circuits and possible fires.,(d) A fuse is a safety device which prevents damages to electrical circuits and possible fires.
17614,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) 21. (b),(c) 21. (b)
17615,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(c) It does not depend on the length of the wire.,(c) It does not depend on the length of the wire.
17616,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Moderate,(d) It acts as safeguard against excessive current. When the current exceeds certain limit the fuse wire gets broken and so it acts as a safegurad.,(d) It acts as safeguard against excessive current. When the current exceeds certain limit the fuse wire gets broken and so it acts as a safegurad.
17617,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d),(d)
17618,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(b),(b)
17619,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d),(d)
17620,Foundation Science Class 7,Science,Class 7,Foundation,14,Electric Current and Its Effects,MCQ,Easy,(d),(d)
